Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=ed67f455f89ad55f96bd96b8afb76bc8&SERIES_KEY=42.FM.B.U2.EUR.BL.EI.SX5E.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.U2.EUR.BL.EI.SX5E.HST
,"Euro area (changing composition) - Equity/index - EURO STOXX 50 Price EUR Index - Historical close - Euro, provided by Bloomberg Finance L.P."
Collection:,End of period (E)
Period\Unit:,[Points ]
,,obs. status,obs. confidentiality,obs. comment
2024-03-19,5007.9200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-18,4982.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-15,4986.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-14,4993.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-13,5000.5500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-12,4983.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-11,4930.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-08,4961.1100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-07,4974.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-06,4915.4900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-05,4893.0700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-04,4912.9200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-01,4894.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-29,4877.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-28,4883.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-27,4885.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-26,4864.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-23,4872.5700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-22,4855.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-21,4775.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-20,4760.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-19,4763.0700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-16,4765.6500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-15,4743.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-14,4709.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-13,4689.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-12,4746.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-09,4715.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-08,4710.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-07,4678.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-06,4690.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-05,4655.2700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-02,4654.5500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-02-01,4638.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-31,4648.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-30,4662.7000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-29,4639.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-26,4635.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-25,4582.2600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-24,4564.1100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-23,4465.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-22,4480.3200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-19,4448.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-18,4453.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-17,4403.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-16,4446.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-15,4454.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-12,4480.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-11,4442.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-10,4468.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-09,4467.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-08,4485.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-05,4463.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-04,4474.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-03,4448.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-01-02,4512.8100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-29,4521.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-28,4514.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-27,4528.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-22,4521.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-21,4524.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-20,4533.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-19,4535.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-18,4521.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-15,4549.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-14,4539.1600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-13,4530.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-12,4536.6100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-11,4540.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-08,4523.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-07,4473.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-06,4483.2600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-05,4452.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-04,4414.9500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-12-01,4418.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-30,4382.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-29,4370.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-28,4348.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-27,4354.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-24,4372.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-23,4361.3200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-22,4352.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-21,4331.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-20,4342.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-17,4340.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-16,4302.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-15,4315.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-14,4291.7200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-13,4232.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-10,4197.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-09,4229.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-08,4178.4900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-07,4153.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-06,4158.6400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-03,4174.6700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-02,4169.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-11-01,4091.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-31,4061.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-30,4028.3200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-27,4014.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-26,4049.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-25,4073.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-24,4065.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-23,4041.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-20,4024.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-19,4090.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-18,4105.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-17,4152.3200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-16,4149.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-13,4136.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-12,4198.2300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-11,4200.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-10,4205.2300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-09,4112.5700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-06,4144.4300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-05,4099.8100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-04,4099.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-03,4095.5900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-10-02,4137.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-29,4174.6600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-28,4161.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-27,4131.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-26,4129.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-25,4167.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-22,4207.1600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-21,4212.5900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-20,4275.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-19,4242.7000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-18,4245.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-15,4295.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-14,4279.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-13,4223.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-12,4242.2700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-11,4254.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-08,4237.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-07,4221.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-06,4238.2600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-05,4269.1600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-04,4279.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-09-01,4282.6400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-31,4297.1100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-30,4315.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-29,4326.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-28,4293.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-25,4236.2500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-24,4232.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-23,4266.6700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-22,4260.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-21,4224.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-18,4212.9500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-17,4227.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-16,4284.2700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-15,4288.5700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-14,4330.2300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-11,4321.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-10,4384.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-09,4317.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-08,4288.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-07,4337.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-04,4332.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-03,4304.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-02,4336.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-08-01,4407.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-31,4471.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-28,4466.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-27,4447.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-26,4346.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-25,4391.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-24,4383.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-21,4391.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-20,4373.7300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-19,4362.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-18,4369.7300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-17,4356.7900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-14,4400.1100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-13,4391.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-12,4360.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-11,4286.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-10,4256.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-07,4236.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-06,4223.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-05,4350.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-04,4390.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-07-03,4398.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-30,4399.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-29,4354.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-28,4344.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-27,4305.2600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-26,4280.5700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-23,4271.6100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-22,4304.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-21,4322.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-20,4343.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-19,4362.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-16,4394.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-15,4365.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-14,4375.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-13,4347.5500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-12,4316.4900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-09,4289.7900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-08,4297.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-07,4291.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-06,4295.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-05,4293.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-02,4323.5200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-06-01,4257.6100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-31,4218.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-30,4291.5800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-29,4320.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-26,4337.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-25,4269.6400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-24,4263.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-23,4342.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-22,4385.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-19,4395.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-18,4367.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-17,4323.2300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-16,4315.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-15,4316.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-12,4317.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-11,4309.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-10,4306.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-09,4323.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-08,4348.6500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-05,4340.4300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-04,4287.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-03,4310.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-02,4294.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-05-01,4359.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-28,4359.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-27,4358.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-26,4347.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-25,4377.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-24,4401.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-21,4408.5900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-20,4384.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-19,4393.5700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-18,4393.9500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-17,4367.6100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-14,4390.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-13,4363.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-12,4334.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-11,4333.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-06,4309.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-05,4298.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-04,4315.3200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-04-03,4311.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-31,4315.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-30,4285.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-29,4231.2700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-28,4168.2100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-27,4164.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-24,4130.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-23,4207.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-22,4195.7000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-21,4181.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-20,4119.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-17,4064.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-16,4116.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-15,4034.9200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-14,4179.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-13,4096.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-10,4229.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-09,4286.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-08,4288.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-07,4278.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-06,4313.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-03,4294.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-02,4240.5900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-03-01,4215.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-28,4238.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-27,4248.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-24,4178.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-23,4258.1600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-22,4242.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-21,4250.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-20,4271.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-17,4274.9200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-16,4297.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-15,4280.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-14,4238.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-13,4241.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-10,4197.9400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-09,4250.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-08,4209.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-07,4209.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-06,4205.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-03,4257.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-02,4241.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-02-01,4171.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-31,4163.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-30,4158.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-27,4178.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-26,4173.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-25,4148.1100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-24,4153.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-23,4150.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-20,4119.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-19,4094.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-18,4174.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-17,4174.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-16,4157.0000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-13,4150.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-12,4126.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
